Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas3800          Pavardė3800        10     6      2      6      8      1      9      5      5      6      9      6      4      2      4      5
Vardas3801          Pavardė3801        8      2      3      6      4      2      10     6      4      10     1      3      8      10     6      8
Vardas3802          Pavardė3802        2      5      10     6      7      7      1      8      10     9      1      4      9      3      7      8
Vardas3803          Pavardė3803        1      7      3      9      7      7      3      4      8      8      2      6      9      10     9      8
Vardas3804          Pavardė3804        10     6      9      2      10     2      1      4      4      3      1      6      9      9      4      5
Vardas3805          Pavardė3805        5      6      7      6      1      7      4      2      3      2      1      4      5      1      2      10
Vardas3806          Pavardė3806        1      3      2      6      1      6      6      9      2      2      8      7      3      6      6      5
Vardas3807          Pavardė3807        5      4      5      7      6      9      4      8      1      7      7      9      6      3      3      4
Vardas3808          Pavardė3808        6      5      10     7      3      3      4      3      6      8      9      10     7      7      6      7
Vardas3809          Pavardė3809        6      9      1      9      6      3      4      6      1      3      5      10     5      6      3      3
Vardas3810          Pavardė3810        1      9      1      7      5      6      3      6      10     5      5      5      6      5      2      7
Vardas3811          Pavardė3811        8      5      8      8      9      6      5      2      2      7      10     4      3      4      9      8
Vardas3812          Pavardė3812        4      8      6      5      5      2      2      9      4      10     8      7      3      3      9      3
Vardas3813          Pavardė3813        1      8      5      7      2      5      2      5      9      7      5      8      9      1      9      6
Vardas3814          Pavardė3814        5      9      6      2      1      10     10     10     6      4      10     2      4      4      2      4
Vardas3815          Pavardė3815        2      2      3      3      4      1      2      8      8      10     9      6      2      6      6      2
Vardas3816          Pavardė3816        5      9      9      8      2      2      1      2      8      7      1      10     1      6      2      9
Vardas3817          Pavardė3817        5      2      6      7      1      7      5      3      5      10     1      2      6      5      8      7
Vardas3818          Pavardė3818        4      4      6      3      10     7      2      8      3      2      9      10     1      5      2      3
Vardas3819          Pavardė3819        5      5      8      2      8      7      5      2      3      6      7      3      2      1      3      1
Vardas3820          Pavardė3820        7      3      6      2      8      5      7      4      10     2      6      1      3      5      2      7
Vardas3821          Pavardė3821        4      10     2      4      7      1      6      10     1      1      3      1      10     7      3      3
Vardas3822          Pavardė3822        5      2      3      10     5      1      2      8      4      7      3      1      10     3      6      10
Vardas3823          Pavardė3823        7      8      10     2      3      5      4      3      1      3      5      8      3      9      5      1
Vardas3824          Pavardė3824        3      3      4      3      1      8      5      2      2      1      6      1      10     7      1      2
Vardas3825          Pavardė3825        3      10     4      9      6      8      10     2      2      7      6      3      2      2      1      7
Vardas3826          Pavardė3826        7      6      4      7      7      4      3      9      4      7      2      3      9      8      4      5
Vardas3827          Pavardė3827        7      8      4      8      4      5      9      1      8      2      10     1      3      4      10     4
Vardas3828          Pavardė3828        5      8      1      4      10     3      10     6      6      5      7      5      9      7      2      7
Vardas3829          Pavardė3829        4      7      1      7      9      8      6      5      1      4      8      3      5      7      1      10
Vardas3830          Pavardė3830        6      8      2      10     7      1      9      3      6      5      5      1      9      8      2      3
Vardas3831          Pavardė3831        2      5      7      9      5      4      4      6      7      7      9      6      6      6      8      10
Vardas3832          Pavardė3832        2      9      8      10     8      9      4      9      8      4      6      8      4      3      8      2
Vardas3833          Pavardė3833        1      1      5      10     6      2      2      4      10     6      7      7      8      7      9      3
Vardas3834          Pavardė3834        4      1      10     9      9      4      2      6      5      5      4      7      10     3      1      2
Vardas3835          Pavardė3835        5      7      4      4      8      1      4      5      5      5      7      4      8      9      8      2
Vardas3836          Pavardė3836        8      7      9      9      1      3      3      1      5      5      5      10     2      4      10     9
Vardas3837          Pavardė3837        5      6      2      4      10     10     5      1      4      1      5      7      5      5      1      8
Vardas3838          Pavardė3838        3      8      9      5      9      4      2      8      2      1      1      7      5      7      4      8
Vardas3839          Pavardė3839        8      5      3      3      6      2      4      7      4      9      7      8      2      3      3      9
Vardas3840          Pavardė3840        9      5      1      10     7      6      8      8      2      10     10     5      10     8      8      10
Vardas3841          Pavardė3841        2      10     9      10     10     8      3      4      3      7      4      10     6      8      3      1
Vardas3842          Pavardė3842        6      5      4      6      3      7      3      1      1      10     9      4      9      1      7      1
Vardas3843          Pavardė3843        4      4      10     7      5      10     5      4      6      6      10     9      5      8      3      6
Vardas3844          Pavardė3844        9      10     10     3      10     2      2      10     4      6      9      6      9      8      3      9
Vardas3845          Pavardė3845        9      2      2      5      3      1      5      10     7      4      6      4      10     7      7      2
Vardas3846          Pavardė3846        2      2      3      8      8      6      5      2      4      4      1      7      4      3      3      2
Vardas3847          Pavardė3847        1      2      3      1      10     7      2      6      8      10     9      7      3      5      10     5
Vardas3848          Pavardė3848        6      9      6      1      4      4      3      6      6      5      6      1      4      5      2      8
Vardas3849          Pavardė3849        5      7      6      3      10     5      1      10     2      3      5      4      8      10     2      6
Vardas3850          Pavardė3850        7      10     7      5      9      4      5      5      4      4      6      6      9      1      8      4
Vardas3851          Pavardė3851        4      1      3      4      6      1      8      7      1      6      3      8      5      1      10     3
Vardas3852          Pavardė3852        6      10     4      8      1      10     8      8      9      8      10     5      6      3      4      9
Vardas3853          Pavardė3853        1      3      1      1      4      2      7      1      5      8      4      2      8      8      9      3
Vardas3854          Pavardė3854        5      2      8      10     5      7      7      10     10     7      3      2      5      4      5      2
Vardas3855          Pavardė3855        3      6      7      3      8      2      3      2      4      9      8      7      6      10     2      6
Vardas3856          Pavardė3856        9      4      2      6      2      4      3      8      2      4      4      8      10     1      8      4
Vardas3857          Pavardė3857        6      6      5      5      2      2      10     8      6      8      9      2      9      6      1      2
Vardas3858          Pavardė3858        6      7      7      9      6      9      4      3      10     4      8      5      2      10     10     2
Vardas3859          Pavardė3859        9      10     8      6      4      3      5      1      2      2      4      3      9      8      10     7
Vardas3860          Pavardė3860        6      1      2      8      1      5      1      2      1      8      1      3      2      6      5      8
Vardas3861          Pavardė3861        6      10     8      1      2      10     2      4      5      7      4      1      4      7      10     8
Vardas3862          Pavardė3862        9      7      5      4      5      2      5      4      3      4      3      2      5      5      2      7
Vardas3863          Pavardė3863        4      6      7      9      4      3      8      8      3      3      8      8      2      1      3      4
Vardas3864          Pavardė3864        1      4      10     10     2      1      8      10     2      5      8      2      7      2      1      10
Vardas3865          Pavardė3865        6      3      9      3      1      4      1      1      7      2      4      10     7      3      10     8
Vardas3866          Pavardė3866        3      9      8      4      8      10     1      6      2      3      7      8      6      9      9      7
Vardas3867          Pavardė3867        5      1      4      10     9      4      10     2      1      9      4      9      8      5      9      3
Vardas3868          Pavardė3868        5      6      10     1      1      3      6      8      3      6      2      3      3      8      3      2
Vardas3869          Pavardė3869        1      3      3      7      7      8      5      5      2      4      6      3      6      6      5      5
Vardas3870          Pavardė3870        4      4      9      5      8      9      4      10     4      2      2      4      5      10     5      7
Vardas3871          Pavardė3871        4      5      4      4      6      1      5      10     1      1      3      8      5      9      5      1
Vardas3872          Pavardė3872        7      6      2      6      7      7      6      9      6      10     10     5      4      1      2      3
Vardas3873          Pavardė3873        3      6      2      9      7      2      1      5      3      1      7      9      5      8      6      6
Vardas3874          Pavardė3874        4      4      1      1      3      5      2      3      8      5      10     4      7      2      2      8
Vardas3875          Pavardė3875        1      1      3      8      6      5      10     2      7      5      9      1      5      10     4      4
Vardas3876          Pavardė3876        2      7      10     9      8      10     8      2      1      5      3      6      8      8      7      4
Vardas3877          Pavardė3877        4      9      2      2      6      9      2      6      9      10     5      1      10     5      6      5
Vardas3878          Pavardė3878        8      5      4      10     8      10     10     5      5      8      8      4      10     6      4      4
Vardas3879          Pavardė3879        3      4      9      1      7      2      6      1      5      10     9      2      5      5      4      7
Vardas3880          Pavardė3880        7      8      6      6      4      1      3      8      2      6      7      5      10     4      9      7
Vardas3881          Pavardė3881        6      3      10     3      2      10     7      3      2      4      1      5      9      8      2      9
Vardas3882          Pavardė3882        1      4      2      2      1      1      3      3      5      4      9      3      6      1      1      1
Vardas3883          Pavardė3883        9      7      8      2      10     1      5      1      3      7      5      1      9      9      4      2
Vardas3884          Pavardė3884        6      6      5      1      1      2      8      4      5      7      2      8      8      1      2      7
Vardas3885          Pavardė3885        9      3      3      10     5      5      5      9      2      5      7      4      1      8      8      9
Vardas3886          Pavardė3886        10     7      2      10     3      7      5      10     8      3      3      9      10     7      2      9
Vardas3887          Pavardė3887        4      9      9      9      10     2      4      10     1      10     3      3      3      9      2      4
Vardas3888          Pavardė3888        5      7      1      2      6      10     9      8      2      4      6      1      9      5      10     10
Vardas3889          Pavardė3889        6      3      1      8      8      2      3      7      2      2      4      4      10     3      10     2
Vardas3890          Pavardė3890        1      8      5      10     10     10     8      1      3      9      2      10     2      8      2      3
Vardas3891          Pavardė3891        2      3      7      10     8      1      6      4      4      7      8      3      10     7      10     6
Vardas3892          Pavardė3892        10     4      2      5      2      4      7      7      8      9      9      9      1      10     2      4
Vardas3893          Pavardė3893        6      9      7      9      8      9      6      4      7      9      2      6      8      3      9      1
Vardas3894          Pavardė3894        6      8      8      5      7      6      5      7      1      3      10     1      5      9      1      8
Vardas3895          Pavardė3895        5      1      10     6      1      3      7      3      8      5      9      8      6      7      9      5
Vardas3896          Pavardė3896        7      1      9      8      9      10     7      1      3      8      4      4      6      2      8      8
Vardas3897          Pavardė3897        10     10     2      5      4      2      10     7      9      1      1      2      5      9      7      9
Vardas3898          Pavardė3898        1      4      7      10     8      4      1      4      1      6      10     4      3      4      10     10
Vardas3899          Pavardė3899        3      4      8      4      2      4      5      1      4      4      6      6      2      5      10     3
Vardas3900          Pavardė3900        2      2      5      2      10     4      6      10     1      3      7      2      3      10     6      9
Vardas3901          Pavardė3901        10     10     9      2      2      2      3      3      10     2      5      2      5      4      5      2
Vardas3902          Pavardė3902        8      10     7      3      9      10     9      7      9      7      7      7      2      8      7      3
Vardas3903          Pavardė3903        1      4      3      8      1      8      10     7      5      1      8      4      8      10     5      4
Vardas3904          Pavardė3904        8      5      10     1      9      3      6      1      6      7      4      3      2      1      7      10
Vardas3905          Pavardė3905        2      3      7      10     5      10     6      9      1      10     10     2      4      9      1      10
Vardas3906          Pavardė3906        10     6      3      3      7      7      2      1      5      7      4      4      1      4      7      3
Vardas3907          Pavardė3907        8      7      1      7      6      6      1      5      8      3      8      8      7      4      8      10
Vardas3908          Pavardė3908        10     7      10     2      4      5      4      5      9      1      8      3      5      2      9      5
Vardas3909          Pavardė3909        10     10     10     9      1      4      1      9      2      6      3      6      10     10     9      4
Vardas3910          Pavardė3910        5      8      9      7      4      8      5      9      1      2      6      7      9      9      10     1
Vardas3911          Pavardė3911        7      9      7      4      9      10     5      1      7      6      10     8      9      1      1      7
Vardas3912          Pavardė3912        7      10     2      3      5      5      5      6      6      1      2      10     10     3      9      10
Vardas3913          Pavardė3913        6      8      10     6      6      7      3      5      4      7      5      7      5      8      10     9
Vardas3914          Pavardė3914        10     2      7      4      8      10     6      1      2      4      4      6      1      2      4      6
Vardas3915          Pavardė3915        4      3      7      5      2      3      3      4      3      6      2      7      9      6      10     10
Vardas3916          Pavardė3916        10     9      9      1      1      2      9      2      2      8      2      4      3      6      7      9
Vardas3917          Pavardė3917        9      7      7      5      1      3      10     2      1      8      9      3      10     10     5      7
Vardas3918          Pavardė3918        5      6      5      10     2      1      9      7      2      7      8      3      8      2      2      2
Vardas3919          Pavardė3919        7      3      8      2      9      2      9      3      5      5      4      1      2      7      3      1
Vardas3920          Pavardė3920        7      6      9      3      1      5      5      10     9      5      3      7      2      2      8      2
Vardas3921          Pavardė3921        8      2      5      3      10     4      9      3      10     7      3      4      9      10     4      5
Vardas3922          Pavardė3922        9      10     8      2      7      8      2      5      9      3      8      7      7      7      2      9
Vardas3923          Pavardė3923        4      5      1      9      4      4      6      1      1      2      8      3      8      7      8      10
Vardas3924          Pavardė3924        3      8      2      6      10     2      9      5      4      6      7      8      1      1      5      5
Vardas3925          Pavardė3925        8      3      2      7      7      9      5      2      1      2      10     7      9      6      4      4
Vardas3926          Pavardė3926        3      1      9      7      10     7      5      5      8      5      4      10     7      1      4      10
Vardas3927          Pavardė3927        10     1      10     10     4      1      6      8      10     8      8      10     4      6      9      1
Vardas3928          Pavardė3928        4      4      8      10     7      5      6      10     5      6      4      1      3      3      2      3
Vardas3929          Pavardė3929        4      4      8      5      1      5      3      9      10     5      1      1      4      3      1      6
Vardas3930          Pavardė3930        8      2      4      3      1      1      5      5      3      2      6      7      2      7      5      9
Vardas3931          Pavardė3931        10     7      8      1      3      3      4      2      8      4      7      1      9      3      9      8
Vardas3932          Pavardė3932        7      6      2      8      5      5      4      2      2      9      5      3      9      3      2      4
Vardas3933          Pavardė3933        10     10     5      7      3      6      4      1      9      8      10     5      1      3      10     1
Vardas3934          Pavardė3934        9      9      2      5      5      2      6      10     9      9      1      2      6      4      2      9
Vardas3935          Pavardė3935        2      10     3      10     6      6      3      9      7      3      1      1      5      3      10     3
Vardas3936          Pavardė3936        8      1      2      7      1      6      5      7      3      8      1      8      2      3      1      4
Vardas3937          Pavardė3937        3      9      4      5      7      10     3      8      10     6      10     5      10     6      7      2
Vardas3938          Pavardė3938        10     10     3      1      3      4      2      3      6      2      7      8      1      2      5      7
Vardas3939          Pavardė3939        6      10     4      1      10     8      2      9      7      9      9      9      4      6      1      3
Vardas3940          Pavardė3940        10     8      2      4      7      1      8      1      6      7      8      1      8      3      2      1
Vardas3941          Pavardė3941        6      8      9      8      10     3      1      3      10     6      3      6      7      7      8      5
Vardas3942          Pavardė3942        8      3      4      1      8      7      3      10     10     2      10     9      1      6      1      5
Vardas3943          Pavardė3943        6      8      4      9      2      7      2      7      1      6      2      1      8      6      1      6
Vardas3944          Pavardė3944        3      3      3      9      8      7      10     8      8      9      6      7      6      4      6      2
Vardas3945          Pavardė3945        8      5      8      2      3      3      8      9      9      7      5      9      2      2      10     7
Vardas3946          Pavardė3946        5      5      4      3      5      8      10     2      4      4      4      4      9      1      6      6
Vardas3947          Pavardė3947        1      7      3      2      2      5      6      9      2      2      8      8      10     5      4      2
Vardas3948          Pavardė3948        5      2      4      5      2      3      2      7      4      8      6      10     3      2      10     9
Vardas3949          Pavardė3949        2      7      10     7      1      3      9      4      6      7      2      9      6      6      4      9
Vardas3950          Pavardė3950        3      2      8      9      10     10     7      10     2      9      2      10     1      10     4      3
Vardas3951          Pavardė3951        4      4      2      8      5      4      3      1      6      10     3      10     7      10     5      2
Vardas3952          Pavardė3952        1      10     9      9      3      2      7      9      4      3      6      10     2      5      9      7
Vardas3953          Pavardė3953        2      7      7      10     5      10     9      8      6      10     2      7      4      4      7      1
Vardas3954          Pavardė3954        8      2      6      4      4      8      3      8      2      8      6      3      6      8      8      10
Vardas3955          Pavardė3955        1      8      10     4      10     1      7      3      6      4      2      5      3      4      9      2
Vardas3956          Pavardė3956        5      7      2      7      1      5      6      10     10     10     8      4      8      2      10     2
Vardas3957          Pavardė3957        2      2      7      9      10     1      6      8      7      3      5      7      3      4      10     4
Vardas3958          Pavardė3958        1      2      10     5      4      5      7      6      9      9      6      10     7      3      8      9
Vardas3959          Pavardė3959        5      8      1      1      1      10     8      10     10     8      6      1      6      4      7      1
Vardas3960          Pavardė3960        10     2      10     4      4      9      7      1      8      6      2      5      10     9      5      6
Vardas3961          Pavardė3961        6      3      7      2      1      3      5      8      9      9      10     4      1      1      1      2
Vardas3962          Pavardė3962        10     10     10     6      7      7      7      6      2      2      9      9      5      10     8      5
Vardas3963          Pavardė3963        9      6      10     7      8      10     5      5      10     10     9      5      6      5      7      7
Vardas3964          Pavardė3964        9      10     10     9      1      9      4      7      10     2      9      6      7      9      2      1
Vardas3965          Pavardė3965        6      9      7      4      3      10     1      10     10     6      1      1      8      7      8      1
Vardas3966          Pavardė3966        3      6      4      2      8      4      5      7      1      6      7      10     3      8      6      9
Vardas3967          Pavardė3967        1      3      2      4      8      8      6      3      7      3      9      5      7      4      4      1
Vardas3968          Pavardė3968        4      10     9      2      7      3      1      1      8      3      8      1      8      3      3      8
Vardas3969          Pavardė3969        2      6      5      3      5      5      6      8      3      7      7      5      5      3      5      10
Vardas3970          Pavardė3970        4      9      1      1      1      4      5      3      8      4      9      4      9      3      5      2
Vardas3971          Pavardė3971        1      1      2      4      5      5      9      10     2      10     9      10     6      7      5      4
Vardas3972          Pavardė3972        10     8      2      8      5      7      3      10     2      9      10     8      5      4      6      9
Vardas3973          Pavardė3973        6      9      1      9      3      1      8      4      3      4      1      3      9      6      3      9
Vardas3974          Pavardė3974        4      7      6      6      10     6      9      3      8      7      5      8      6      6      3      7
Vardas3975          Pavardė3975        7      8      2      4      9      7      4      6      7      8      4      4      6      8      5      10
Vardas3976          Pavardė3976        10     4      4      10     3      2      5      9      1      3      9      1      7      1      6      9
Vardas3977          Pavardė3977        6      5      6      1      7      4      3      10     1      2      3      7      7      10     5      10
Vardas3978          Pavardė3978        2      8      1      6      10     7      9      8      10     3      1      7      8      4      6      5
Vardas3979          Pavardė3979        7      10     8      5      1      9      6      4      9      3      8      1      9      5      4      5
Vardas3980          Pavardė3980        2      5      8      4      5      2      7      2      3      4      5      7      7      3      10     5
Vardas3981          Pavardė3981        6      8      8      2      7      3      3      6      10     8      9      3      5      6      2      10
Vardas3982          Pavardė3982        3      1      10     4      6      8      4      1      7      10     5      5      6      8      5      10
Vardas3983          Pavardė3983        8      5      2      6      6      9      7      6      1      10     5      5      6      4      1      8
Vardas3984          Pavardė3984        7      2      7      6      5      1      7      10     6      1      10     3      7      8      5      2
Vardas3985          Pavardė3985        1      10     4      5      8      1      10     5      4      7      2      7      2      9      6      8
Vardas3986          Pavardė3986        7      2      6      1      7      9      10     10     9      3      6      3      9      2      1      1
Vardas3987          Pavardė3987        6      2      2      8      9      4      10     6      5      8      6      10     5      8      4      6
Vardas3988          Pavardė3988        3      1      1      2      10     7      5      7      8      9      4      1      4      10     3      7
Vardas3989          Pavardė3989        3      4      8      6      5      9      9      2      8      4      9      4      3      10     5      8
Vardas3990          Pavardė3990        2      8      5      6      1      7      9      9      2      6      2      5      7      3      8      3
Vardas3991          Pavardė3991        6      8      7      1      5      4      5      4      10     6      8      4      10     4      10     5
Vardas3992          Pavardė3992        4      8      3      4      1      3      5      8      2      5      3      10     4      6      10     9
Vardas3993          Pavardė3993        7      6      9      8      4      1      2      10     9      5      4      9      8      2      2      9
Vardas3994          Pavardė3994        10     1      4      8      2      8      7      7      1      2      1      7      9      8      3      8
Vardas3995          Pavardė3995        8      5      10     7      9      8      1      9      7      5      4      7      2      2      2      1
Vardas3996          Pavardė3996        8      5      2      1      5      2      7      6      10     10     5      1      10     10     10     6
Vardas3997          Pavardė3997        2      4      3      1      7      9      10     8      2      7      1      8      5      9      1      2
Vardas3998          Pavardė3998        7      3      10     3      3      5      8      4      8      4      1      10     10     4      5      6
Vardas3999          Pavardė3999        1      4      7      6      5      6      8      9      3      10     4      9      7      3      5      1
Vardas4000          Pavardė4000        9      1      7      5      4      9      6      6      8      2      1      3      3      10     5      5
Vardas4001          Pavardė4001        10     9      7      5      1      5      7      4      3      10     4      9      9      9      9      7
Vardas4002          Pavardė4002        9      8      5      4      6      4      2      3      7      7      9      10     2      2      7      2
Vardas4003          Pavardė4003        4      6      4      5      6      4      3      7      9      5      2      10     7      9      5      2
Vardas4004          Pavardė4004        4      3      7      5      6      4      10     5      4      4      10     9      9      1      2      7
Vardas4005          Pavardė4005        5      9      7      8      9      3      5      4      8      2      6      2      2      4      8      5
Vardas4006          Pavardė4006        9      6      8      4      1      8      9      4      6      5      2      3      2      8      1      9
Vardas4007          Pavardė4007        2      2      4      8      7      8      1      8      6      8      3      6      9      10     10     10
Vardas4008          Pavardė4008        1      1      1      8      1      4      10     10     7      3      1      4      5      8      10     7
Vardas4009          Pavardė4009        2      2      10     10     8      1      4      3      9      2      3      3      8      3      9      10
Vardas4010          Pavardė4010        9      7      9      2      8      6      10     1      3      8      1      9      10     2      6      6
Vardas4011          Pavardė4011        2      8      3      2      9      1      1      6      6      2      9      9      1      1      7      7
Vardas4012          Pavardė4012        1      8      4      6      6      3      3      4      8      8      9      6      5      8      10     6
Vardas4013          Pavardė4013        5      2      5      6      10     8      10     9      3      2      5      4      9      3      8      1
Vardas4014          Pavardė4014        3      9      4      4      9      6      8      1      7      8      1      3      10     5      10     5
Vardas4015          Pavardė4015        1      10     2      5      4      2      9      5      10     8      4      3      3      8      1      4
Vardas4016          Pavardė4016        10     7      2      4      8      3      4      5      7      10     3      3      1      9      2      3
Vardas4017          Pavardė4017        2      7      10     6      4      9      2      2      4      1      8      1      2      4      3      7
Vardas4018          Pavardė4018        4      3      6      6      2      6      4      9      7      6      2      5      3      10     10     9
Vardas4019          Pavardė4019        9      7      9      6      3      2      7      7      9      1      1      5      8      1      1      3
Vardas4020          Pavardė4020        10     5      10     5      3      9      9      6      7      1      1      2      10     5      10     3
Vardas4021          Pavardė4021        2      8      4      3      3      2      10     8      7      8      1      2      6      10     7      2
Vardas4022          Pavardė4022        2      3      6      2      4      1      6      10     3      1      6      2      3      5      9      6
Vardas4023          Pavardė4023        1      9      1      10     10     5      1      2      6      2      8      6      9      7      3      2
Vardas4024          Pavardė4024        8      8      1      8      4      8      4      8      4      8      8      6      6      7      1      8
Vardas4025          Pavardė4025        10     2      4      10     8      9      10     2      2      8      6      1      7      2      4      2
Vardas4026          Pavardė4026        3      5      5      3      8      7      3      9      6      6      4      3      5      5      9      5
Vardas4027          Pavardė4027        6      4      1      6      6      1      6      1      7      1      10     2      8      1      5      4
Vardas4028          Pavardė4028        3      1      3      3      5      4      6      4      10     3      3      7      4      10     9      8
Vardas4029          Pavardė4029        2      2      6      1      7      9      7      6      2      3      2      6      8      9      9      7
Vardas4030          Pavardė4030        8      7      6      4      10     10     2      5      4      3      6      9      7      7      5      4
Vardas4031          Pavardė4031        3      6      5      3      1      5      7      7      9      7      10     9      6      6      10     6
Vardas4032          Pavardė4032        3      2      1      5      4      7      7      2      2      5      9      7      6      3      8      2
Vardas4033          Pavardė4033        3      1      4      8      9      7      8      9      4      7      3      8      7      6      6      6
Vardas4034          Pavardė4034        4      4      1      6      10     10     8      6      2      3      2      4      7      5      1      5
Vardas4035          Pavardė4035        6      9      5      7      4      3      7      1      1      1      8      8      7      8      9      7
Vardas4036          Pavardė4036        8      7      8      8      3      10     4      3      5      1      10     10     9      9      2      10
Vardas4037          Pavardė4037        6      4      8      3      10     8      1      9      8      10     8      8      7      10     8      5
Vardas4038          Pavardė4038        8      10     2      1      10     3      2      9      7      9      6      5      8      1      9      10
Vardas4039          Pavardė4039        8      6      1      2      6      2      10     7      1      5      8      2      1      1      7      4
Vardas4040          Pavardė4040        4      3      8      5      9      5      4      8      10     2      9      5      10     6      2      9
Vardas4041          Pavardė4041        10     8      9      1      3      9      4      10     7      1      9      4      1      6      9      9
Vardas4042          Pavardė4042        7      7      1      4      7      4      7      7      9      3      7      4      7      8      4      1
Vardas4043          Pavardė4043        4      7      8      7      1      4      4      6      2      8      3      4      8      1      7      9
Vardas4044          Pavardė4044        4      8      1      6      6      5      3      1      9      4      8      6      1      4      5      6
Vardas4045          Pavardė4045        3      8      9      8      5      3      1      10     9      2      4      2      5      9      1      3
Vardas4046          Pavardė4046        1      1      2      6      4      7      6      1      9      4      7      4      4      2      5      10
Vardas4047          Pavardė4047        8      8      7      9      6      2      1      1      7      5      5      6      3      5      4      6
Vardas4048          Pavardė4048        8      5      1      9      7      1      6      8      2      8      10     6      1      1      4      7
Vardas4049          Pavardė4049        4      8      7      3      8      1      9      3      3      1      1      8      8      9      9      5
Vardas4050          Pavardė4050        4      9      4      5      10     8      1      2      1      6      3      8      7      5      9      1
Vardas4051          Pavardė4051        6      9      5      2      1      8      3      4      7      10     10     7      8      2      8      1
Vardas4052          Pavardė4052        10     10     5      7      8      5      2      1      5      4      7      8      10     7      10     4
Vardas4053          Pavardė4053        6      3      8      1      6      6      7      3      10     2      6      7      6      7      1      1
Vardas4054          Pavardė4054        4      4      3      6      3      7      5      4      4      4      3      8      3      5      10     3
Vardas4055          Pavardė4055        5      10     10     6      4      2      1      3      9      6      2      6      10     2      1      2
Vardas4056          Pavardė4056        2      2      8      6      7      4      6      6      1      9      9      8      9      3      7      5
Vardas4057          Pavardė4057        2      8      4      8      7      2      4      6      10     1      2      7      3      7      1      4
Vardas4058          Pavardė4058        10     9      7      2      6      7      6      8      7      3      7      2      1      2      8      7
Vardas4059          Pavardė4059        1      7      3      1      5      3      7      9      1      9      6      10     5      8      7      6
Vardas4060          Pavardė4060        6      10     10     10     10     3      1      7      1      9      8      4      1      5      6      1
Vardas4061          Pavardė4061        4      1      9      3      5      2      7      10     6      7      1      1      5      10     3      1
Vardas4062          Pavardė4062        9      8      4      1      2      3      2      7      9      7      6      5      3      8      2      2
Vardas4063          Pavardė4063        4      4      6      9      10     2      6      4      2      9      5      7      10     2      3      10
Vardas4064          Pavardė4064        10     8      5      5      4      5      10     6      8      3      3      10     8      9      8      8
Vardas4065          Pavardė4065        8      1      7      3      1      5      1      3      8      2      1      10     8      8      4      7
Vardas4066          Pavardė4066        1      9      1      8      7      5      9      10     6      1      8      5      5      3      6      5
Vardas4067          Pavardė4067        3      5      7      7      5      10     9      10     5      6      1      8      7      10     10     1
Vardas4068          Pavardė4068        7      1      1      3      2      2      8      3      4      1      8      3      2      10     8      2
Vardas4069          Pavardė4069        1      6      10     5      5      1      7      4      4      1      6      3      4      4      9      3
Vardas4070          Pavardė4070        1      7      1      5      5      8      7      10     4      3      5      1      10     7      3      9
Vardas4071          Pavardė4071        8      2      4      2      5      10     8      8      3      6      10     3      10     4      1      10
Vardas4072          Pavardė4072        5      2      7      7      7      8      4      9      9      9      9      6      1      8      4      1
Vardas4073          Pavardė4073        8      10     5      10     10     2      7      1      9      9      9      3      9      2      7      10
Vardas4074          Pavardė4074        8      9      4      8      3      4      9      2      8      4      7      10     5      6      5      3
Vardas4075          Pavardė4075        2      5      7      3      7      9      9      2      8      6      3      2      5      4      2      6
Vardas4076          Pavardė4076        4      5      6      2      3      5      7      8      5      7      7      3      1      6      10     1
Vardas4077          Pavardė4077        1      8      10     8      5      4      5      9      4      5      3      10     5      6      10     6
Vardas4078          Pavardė4078        3      4      7      4      4      4      7      7      4      8      1      10     6      7      5      3
Vardas4079          Pavardė4079        1      7      6      8      2      3      8      4      7      10     5      5      3      2      9      5
Vardas4080          Pavardė4080        10     4      2      10     8      2      3      6      10     7      7      7      6      4      8      1
Vardas4081          Pavardė4081        8      4      7      5      9      8      4      10     7      3      1      6      6      7      10     8
Vardas4082          Pavardė4082        7      7      7      8      9      8      7      2      9      8      1      4      1      10     3      5
Vardas4083          Pavardė4083        6      10     9      1      8      2      8      6      8      5      10     4      2      6      10     10
Vardas4084          Pavardė4084        9      4      8      5      9      2      2      1      1      4      6      1      10     9      8      7
Vardas4085          Pavardė4085        8      3      1      10     6      5      8      2      9      3      2      5      8      9      6      1
Vardas4086          Pavardė4086        2      5      9      9      5      6      3      5      5      7      4      2      1      3      2      8
Vardas4087          Pavardė4087        9      1      10     5      1      7      7      8      8      10     10     7      8      7      7      5
Vardas4088          Pavardė4088        8      7      7      4      8      6      5      9      6      10     8      6      1      5      3      3
Vardas4089          Pavardė4089        10     5      8      5      7      7      6      3      7      6      4      5      2      6      4      1
Vardas4090          Pavardė4090        5      5      5      1      9      6      6      6      10     10     8      8      4      2      4      6
Vardas4091          Pavardė4091        7      6      4      5      7      8      3      3      10     4      7      1      2      4      5      1
Vardas4092          Pavardė4092        7      9      2      4      1      3      2      1      9      2      7      8      7      8      9      6
Vardas4093          Pavardė4093        2      1      7      1      2      5      5      10     9      5      1      3      8      8      3      4
Vardas4094          Pavardė4094        1      5      8      9      2      2      5      10     9      3      4      1      9      9      4      7
Vardas4095          Pavardė4095        1      7      2      4      5      1      8      5      2      7      7      9      9      2      2      10
