Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas617           Pavardė617         8      7      5      8      7      6      7      4      5      7      2      6      8      8      6      7
Vardas618           Pavardė618         2      8      4      1      6      7      1      2      10     7      5      2      10     3      6      6
Vardas619           Pavardė619         6      4      5      9      4      9      2      3      6      1      3      5      6      5      10     5
Vardas620           Pavardė620         1      5      4      8      9      2      4      6      3      1      2      3      1      7      7      4
Vardas621           Pavardė621         7      8      7      6      4      2      3      9      1      8      1      8      1      5      4      7
Vardas622           Pavardė622         6      3      4      8      10     5      1      1      7      10     10     10     8      1      2      4
Vardas623           Pavardė623         10     8      9      9      8      2      7      9      9      1      9      5      2      1      9      2
Vardas624           Pavardė624         5      3      3      10     7      7      1      10     10     9      4      8      1      9      6      8
Vardas625           Pavardė625         9      3      4      5      1      2      8      8      4      5      9      8      10     4      6      10
Vardas626           Pavardė626         4      6      5      5      3      8      5      9      10     8      6      9      3      4      1      10
Vardas627           Pavardė627         9      1      9      3      3      4      2      1      5      1      6      6      3      8      6      4
Vardas628           Pavardė628         7      10     9      3      2      2      2      8      8      5      6      5      9      6      2      10
Vardas629           Pavardė629         6      4      7      4      10     5      9      2      7      1      4      9      10     7      1      4
Vardas630           Pavardė630         4      5      8      8      7      5      5      8      10     2      1      3      3      8      7      9
Vardas631           Pavardė631         8      10     9      7      1      1      1      6      6      1      7      8      1      3      8      10
Vardas632           Pavardė632         4      5      2      9      9      1      2      6      7      2      2      6      8      1      5      8
Vardas633           Pavardė633         7      2      7      2      4      4      7      1      2      7      6      10     7      9      6      1
Vardas634           Pavardė634         3      10     4      8      3      2      7      2      10     8      5      3      4      8      9      2
Vardas635           Pavardė635         9      9      6      3      5      8      3      8      6      1      5      9      8      4      8      3
Vardas636           Pavardė636         3      10     8      3      7      3      5      3      8      10     6      2      9      10     4      7
Vardas637           Pavardė637         6      5      2      3      6      7      3      9      9      4      6      4      4      6      10     7
Vardas638           Pavardė638         4      1      10     9      8      2      4      6      6      1      8      4      4      7      8      1
Vardas639           Pavardė639         2      2      1      7      2      9      8      2      4      10     7      7      3      8      6      4
Vardas640           Pavardė640         10     4      1      10     2      1      9      6      10     7      4      3      5      3      6      2
Vardas641           Pavardė641         2      1      7      8      6      2      7      4      10     2      6      3      2      4      2      2
Vardas642           Pavardė642         1      7      1      6      5      10     4      5      4      2      5      9      5      6      4      9
Vardas643           Pavardė643         6      9      8      1      3      2      5      8      7      6      6      6      10     1      8      4
Vardas644           Pavardė644         3      5      1      10     3      3      7      9      2      4      1      4      2      3      3      6
Vardas645           Pavardė645         3      3      8      3      6      2      10     1      5      3      6      5      8      8      4      4
Vardas646           Pavardė646         5      9      2      10     10     2      2      7      5      3      2      8      7      8      6      1
Vardas647           Pavardė647         9      7      4      8      5      10     6      6      6      8      8      5      4      7      4      6
Vardas648           Pavardė648         7      9      1      2      3      3      1      7      1      6      9      4      10     9      1      3
Vardas649           Pavardė649         8      2      5      8      8      7      7      10     1      2      8      5      3      4      1      10
Vardas650           Pavardė650         9      4      10     7      5      5      7      9      5      7      2      2      6      4      5      4
Vardas651           Pavardė651         2      8      2      9      5      2      10     5      8      6      6      4      4      4      9      9
Vardas652           Pavardė652         10     4      4      2      3      5      3      1      8      9      2      6      4      8      8      7
Vardas653           Pavardė653         4      2      5      2      9      5      9      8      6      1      3      7      9      9      8      5
Vardas654           Pavardė654         3      3      2      9      2      4      8      7      6      9      5      10     1      2      1      5
Vardas655           Pavardė655         9      9      6      3      10     1      2      3      1      10     6      6      8      7      8      8
Vardas656           Pavardė656         3      1      8      9      5      4      4      6      6      1      8      6      5      2      10     7
Vardas657           Pavardė657         1      7      9      3      4      10     3      10     4      10     1      8      9      2      6      9
Vardas658           Pavardė658         5      6      5      7      7      8      6      3      6      10     1      2      10     6      6      5
Vardas659           Pavardė659         10     9      3      4      9      6      10     9      7      6      3      10     9      1      2      6
Vardas660           Pavardė660         5      4      10     5      4      4      1      5      7      3      9      9      4      9      5      10
Vardas661           Pavardė661         2      1      2      1      1      6      3      3      3      9      3      2      1      1      6      8
Vardas662           Pavardė662         9      1      2      6      10     6      6      8      8      8      2      10     7      2      5      7
Vardas663           Pavardė663         5      6      8      1      8      10     6      2      7      8      2      3      4      9      9      9
Vardas664           Pavardė664         8      8      2      5      5      9      5      7      7      4      3      10     6      6      5      10
Vardas665           Pavardė665         3      1      7      6      10     9      9      4      5      10     9      3      2      7      4      5
Vardas666           Pavardė666         3      1      2      6      6      3      2      2      6      8      5      9      5      2      1      3
Vardas667           Pavardė667         5      8      5      5      4      9      3      2      7      7      1      2      1      5      4      9
Vardas668           Pavardė668         4      5      7      7      5      9      5      7      10     7      9      6      8      7      5      2
Vardas669           Pavardė669         10     10     8      9      4      6      9      5      8      4      4      2      10     4      7      2
Vardas670           Pavardė670         1      10     4      7      10     7      8      1      7      4      6      10     2      3      4      5
Vardas671           Pavardė671         10     4      1      9      6      4      7      6      8      10     6      4      4      6      4      8
Vardas672           Pavardė672         10     7      1      7      8      10     1      8      5      5      5      1      10     7      9      10
Vardas673           Pavardė673         6      2      6      8      2      10     2      10     3      6      10     7      7      3      1      7
Vardas674           Pavardė674         5      8      6      5      7      3      8      10     2      7      1      4      2      3      10     7
Vardas675           Pavardė675         8      1      4      9      9      6      4      4      9      4      10     9      2      1      9      7
Vardas676           Pavardė676         10     7      6      7      9      1      9      5      1      6      3      7      1      10     2      3
Vardas677           Pavardė677         3      1      1      10     9      3      2      10     1      4      6      5      5      7      9      2
Vardas678           Pavardė678         2      9      8      3      5      10     7      6      2      10     4      4      8      10     4      8
Vardas679           Pavardė679         3      6      2      1      3      8      4      3      6      7      9      2      7      1      10     4
Vardas680           Pavardė680         8      9      9      9      10     1      8      3      5      9      4      6      10     2      1      9
Vardas681           Pavardė681         10     5      2      1      10     4      5      5      8      5      2      9      4      6      8      10
Vardas682           Pavardė682         4      2      6      10     7      1      8      9      1      9      5      4      6      3      7      2
Vardas683           Pavardė683         3      10     3      5      4      8      4      8      8      10     4      1      8      10     2      3
Vardas684           Pavardė684         6      3      7      10     3      8      7      3      4      3      5      1      2      8      4      7
Vardas685           Pavardė685         10     4      8      4      3      4      10     10     6      6      7      2      5      10     7      8
Vardas686           Pavardė686         1      6      2      10     2      7      2      3      2      5      4      2      8      10     3      3
Vardas687           Pavardė687         2      5      3      9      5      1      7      3      6      3      7      10     2      9      2      9
Vardas688           Pavardė688         6      9      8      8      2      9      4      8      10     10     6      10     10     5      1      1
Vardas689           Pavardė689         2      10     6      5      2      3      7      8      5      1      6      7      3      7      1      10
Vardas690           Pavardė690         4      2      5      9      6      9      1      6      1      7      9      1      5      2      1      6
Vardas691           Pavardė691         6      10     7      4      2      4      7      5      10     4      5      5      10     5      10     4
Vardas692           Pavardė692         5      8      8      3      6      4      10     2      4      3      2      9      10     6      10     7
Vardas693           Pavardė693         3      7      2      3      8      9      7      10     3      3      2      3      8      5      2      3
Vardas694           Pavardė694         8      5      6      9      8      2      3      10     1      4      6      9      3      9      9      2
Vardas695           Pavardė695         8      9      3      4      3      1      3      2      7      9      2      6      3      4      7      7
Vardas696           Pavardė696         3      9      3      4      7      3      3      8      4      1      4      9      5      6      6      10
Vardas697           Pavardė697         8      5      5      10     7      8      7      8      8      7      4      8      3      3      3      6
Vardas698           Pavardė698         2      6      6      3      10     3      5      6      4      2      1      4      4      9      8      5
Vardas699           Pavardė699         5      2      10     10     8      3      2      10     7      8      9      2      7      4      8      8
Vardas700           Pavardė700         5      5      9      10     8      3      7      5      7      5      6      6      10     6      8      1
Vardas701           Pavardė701         10     1      4      8      10     7      4      2      7      8      1      6      1      10     10     7
Vardas702           Pavardė702         6      3      1      10     8      2      9      10     10     4      9      10     7      1      8      8
Vardas703           Pavardė703         9      3      6      5      8      7      3      2      2      3      8      8      4      3      4      8
Vardas704           Pavardė704         9      9      7      7      9      9      8      9      6      7      2      10     5      3      5      6
Vardas705           Pavardė705         9      5      8      8      3      2      10     5      7      8      9      7      6      9      6      9
Vardas706           Pavardė706         4      8      1      4      10     8      6      10     7      8      9      3      1      1      10     5
Vardas707           Pavardė707         8      8      4      2      10     3      5      1      9      9      8      3      9      4      3      2
Vardas708           Pavardė708         8      2      7      2      3      7      6      4      10     2      5      7      3      7      10     9
Vardas709           Pavardė709         4      1      5      4      4      4      5      5      2      7      6      8      3      5      9      6
Vardas710           Pavardė710         9      4      6      8      2      4      3      2      9      7      3      7      7      9      6      1
Vardas711           Pavardė711         9      9      6      8      7      3      6      8      5      2      1      1      10     5      8      6
Vardas712           Pavardė712         10     9      8      8      4      3      10     3      2      4      7      3      6      9      2      1
Vardas713           Pavardė713         1      9      8      2      2      1      9      8      3      2      6      2      3      10     9      8
Vardas714           Pavardė714         1      6      10     8      10     3      6      3      5      4      5      10     5      7      5      1
Vardas715           Pavardė715         7      1      8      2      10     1      4      10     7      7      10     6      8      6      1      3
Vardas716           Pavardė716         1      8      8      1      3      7      7      6      3      3      10     3      2      2      8      9
Vardas717           Pavardė717         3      10     3      9      9      7      10     9      8      6      9      7      4      3      3      6
Vardas718           Pavardė718         7      3      2      6      1      1      1      10     10     8      9      7      7      7      2      10
Vardas719           Pavardė719         2      9      4      8      9      10     3      1      4      7      6      4      1      2      2      8
Vardas720           Pavardė720         7      6      7      10     9      9      3      9      10     10     9      3      10     1      8      6
Vardas721           Pavardė721         8      3      8      4      5      4      8      3      1      2      10     2      5      1      6      3
Vardas722           Pavardė722         3      1      1      9      8      6      1      4      1      1      3      3      10     10     6      4
Vardas723           Pavardė723         7      2      1      3      2      7      5      6      8      7      4      7      4      6      6      3
Vardas724           Pavardė724         2      2      5      1      8      2      1      8      4      8      2      1      6      2      1      4
Vardas725           Pavardė725         4      10     3      9      2      4      6      1      7      9      1      4      1      6      7      7
Vardas726           Pavardė726         6      8      5      2      10     3      7      6      1      2      4      1      4      3      10     8
Vardas727           Pavardė727         4      4      6      6      3      4      5      2      9      10     3      1      5      10     7      3
Vardas728           Pavardė728         7      3      8      5      1      10     6      5      9      6      3      10     8      9      5      1
Vardas729           Pavardė729         6      3      2      8      5      8      2      7      5      3      5      2      3      2      7      4
Vardas730           Pavardė730         7      4      6      2      2      10     8      10     5      2      9      1      3      1      7      7
Vardas731           Pavardė731         9      9      6      8      5      10     5      9      7      7      1      10     2      3      6      4
Vardas732           Pavardė732         2      9      9      4      8      1      2      3      5      6      1      7      5      8      2      3
Vardas733           Pavardė733         10     4      6      2      8      4      3      5      7      3      10     8      7      3      8      6
Vardas734           Pavardė734         9      4      7      5      1      10     9      6      3      8      4      7      4      1      4      7
Vardas735           Pavardė735         8      9      9      8      4      7      3      5      1      9      3      7      9      3      5      7
Vardas736           Pavardė736         3      8      3      2      1      3      1      4      3      3      8      1      7      9      1      2
Vardas737           Pavardė737         8      3      9      5      3      8      5      5      8      2      6      6      10     7      5      2
Vardas738           Pavardė738         5      3      7      2      3      6      7      7      9      6      9      1      1      10     2      8
Vardas739           Pavardė739         3      10     9      7      6      10     6      3      4      1      2      2      1      6      7      6
Vardas740           Pavardė740         1      2      2      5      6      7      8      4      10     9      10     6      6      1      3      10
Vardas741           Pavardė741         2      4      6      7      4      2      2      8      8      2      8      10     3      9      7      6
Vardas742           Pavardė742         3      1      4      8      10     8      6      9      4      4      5      5      3      10     4      1
Vardas743           Pavardė743         7      2      1      8      5      8      7      4      4      6      5      4      6      6      9      1
Vardas744           Pavardė744         9      9      10     5      6      6      6      6      7      1      8      5      8      1      3      1
Vardas745           Pavardė745         9      5      10     10     10     9      1      8      7      6      6      7      5      1      5      3
Vardas746           Pavardė746         9      7      2      1      8      2      8      9      9      10     10     2      4      6      9      5
Vardas747           Pavardė747         7      8      8      4      6      8      4      6      1      7      7      5      9      5      5      7
Vardas748           Pavardė748         6      3      9      9      3      2      5      1      8      8      5      4      1      7      7      1
Vardas749           Pavardė749         4      1      8      10     1      2      1      10     3      7      6      7      10     4      4      3
Vardas750           Pavardė750         5      4      3      1      4      2      8      1      10     6      3      9      5      6      6      5
Vardas751           Pavardė751         8      3      10     7      5      9      3      3      1      7      6      7      7      8      7      3
Vardas752           Pavardė752         1      7      9      6      9      3      8      6      9      10     9      3      8      4      5      7
Vardas753           Pavardė753         7      3      2      5      8      7      3      2      7      3      7      1      8      1      10     7
Vardas754           Pavardė754         8      7      8      6      5      4      7      3      6      4      5      8      9      1      10     7
Vardas755           Pavardė755         8      8      4      9      6      7      1      5      8      8      2      5      1      9      9      7
Vardas756           Pavardė756         7      5      8      2      10     9      10     3      8      5      8      2      3      5      5      1
Vardas757           Pavardė757         3      3      10     7      5      9      7      9      10     10     5      3      9      9      7      6
Vardas758           Pavardė758         9      5      8      8      6      10     1      2      1      2      8      1      3      7      8      7
Vardas759           Pavardė759         1      6      1      4      7      1      9      3      3      10     9      8      3      4      9      8
Vardas760           Pavardė760         7      4      2      8      7      4      6      7      8      3      10     1      10     8      5      7
Vardas761           Pavardė761         4      6      7      8      1      7      4      8      10     1      2      5      7      8      5      10
Vardas762           Pavardė762         8      10     3      8      8      8      9      6      5      6      9      5      9      7      3      8
Vardas763           Pavardė763         4      7      3      6      6      9      1      1      7      5      2      9      6      4      8      3
Vardas764           Pavardė764         2      3      7      10     6      5      2      3      3      6      4      1      4      4      3      8
Vardas765           Pavardė765         7      1      5      4      7      7      1      8      8      9      4      1      3      9      4      5
Vardas766           Pavardė766         5      1      4      8      6      10     5      6      2      1      4      2      4      9      1      5
Vardas767           Pavardė767         2      5      1      10     6      10     8      8      7      7      2      4      8      1      9      2
Vardas768           Pavardė768         3      4      5      9      4      4      5      6      10     7      5      6      5      7      7      4
Vardas769           Pavardė769         7      4      8      4      3      6      10     3      4      8      7      9      3      4      8      9
Vardas770           Pavardė770         9      4      10     7      6      7      2      10     4      9      8      3      9      10     5      7
Vardas771           Pavardė771         6      4      7      6      4      1      7      7      4      6      4      5      1      5      3      4
Vardas772           Pavardė772         5      3      9      3      4      8      1      2      8      2      5      3      1      4      2      2
Vardas773           Pavardė773         4      2      4      1      1      9      8      5      3      9      10     7      9      9      9      6
Vardas774           Pavardė774         7      3      4      9      1      2      5      7      4      5      8      10     1      6      6      5
Vardas775           Pavardė775         1      4      2      10     7      5      7      2      8      9      6      6      2      5      9      9
Vardas776           Pavardė776         1      2      10     6      4      2      5      4      6      4      5      4      10     4      9      3
Vardas777           Pavardė777         1      8      10     4      5      2      5      4      2      4      9      10     9      4      4      4
Vardas778           Pavardė778         9      1      6      4      4      5      3      2      10     5      5      10     9      1      4      6
Vardas779           Pavardė779         4      4      6      7      5      1      1      2      6      3      10     5      5      2      5      2
Vardas780           Pavardė780         8      9      5      4      10     4      3      1      7      4      1      9      4      1      7      7
Vardas781           Pavardė781         8      2      10     9      4      6      3      10     10     8      2      4      7      3      5      8
Vardas782           Pavardė782         4      4      5      10     7      4      3      1      5      9      8      7      7      2      8      10
Vardas783           Pavardė783         4      6      6      10     3      4      6      3      10     10     1      3      5      4      2      10
Vardas784           Pavardė784         5      1      1      10     2      3      4      2      7      2      8      3      6      2      6      3
Vardas785           Pavardė785         4      2      5      4      9      3      5      4      10     1      10     5      5      3      10     3
Vardas786           Pavardė786         1      4      3      4      3      2      6      6      2      1      5      10     3      9      2      3
Vardas787           Pavardė787         10     5      6      10     7      1      7      6      4      6      6      10     1      10     10     9
Vardas788           Pavardė788         3      10     5      10     2      7      5      5      3      10     1      6      10     6      9      3
Vardas789           Pavardė789         3      3      9      6      9      4      5      1      7      9      8      10     4      9      3      10
Vardas790           Pavardė790         8      9      8      9      10     2      10     4      2      7      8      2      2      3      4      5
Vardas791           Pavardė791         10     7      8      6      2      10     6      3      4      2      9      10     5      6      7      6
Vardas792           Pavardė792         7      1      7      1      10     4      3      9      1      9      10     3      7      6      5      2
Vardas793           Pavardė793         5      10     2      9      1      3      1      6      7      8      2      3      8      6      10     7
Vardas794           Pavardė794         10     1      8      6      8      4      1      5      1      4      9      5      8      1      7      6
Vardas795           Pavardė795         8      5      5      4      9      9      9      9      1      3      9      7      2      9      4      2
Vardas796           Pavardė796         7      7      6      1      4      1      2      7      9      8      9      5      1      10     5      1
Vardas797           Pavardė797         4      7      9      10     10     8      7      3      2      5      1      2      5      8      9      5
Vardas798           Pavardė798         5      1      7      5      9      3      7      2      3      9      7      9      9      9      7      6
Vardas799           Pavardė799         8      1      1      2      2      9      3      8      2      4      7      9      7      1      9      6
Vardas800           Pavardė800         9      6      4      1      2      5      10     9      3      4      3      5      9      8      5      3
Vardas801           Pavardė801         8      9      5      5      9      2      6      2      5      5      7      5      8      6      1      7
Vardas802           Pavardė802         5      7      8      10     3      10     7      4      10     2      6      8      8      2      8      7
Vardas803           Pavardė803         7      4      8      2      4      9      10     6      5      5      3      9      3      9      7      8
Vardas804           Pavardė804         9      2      9      9      10     6      10     5      7      1      2      1      4      8      3      5
Vardas805           Pavardė805         5      3      8      9      4      2      4      4      2      10     6      10     9      5      2      8
Vardas806           Pavardė806         7      7      5      1      7      8      3      1      3      6      6      8      4      7      4      7
Vardas807           Pavardė807         8      2      3      7      1      8      6      4      7      3      1      5      9      5      7      2
Vardas808           Pavardė808         7      10     3      5      4      2      6      10     4      4      6      6      3      4      9      8
Vardas809           Pavardė809         4      7      3      7      5      1      5      4      2      2      3      7      1      10     3      10
Vardas810           Pavardė810         6      10     7      2      3      9      5      2      8      9      7      10     8      3      9      7
Vardas811           Pavardė811         6      1      10     4      1      1      2      10     10     5      4      1      7      10     9      3
Vardas812           Pavardė812         1      3      2      7      1      1      1      3      5      5      1      4      10     8      9      1
Vardas813           Pavardė813         10     1      10     3      7      5      6      3      10     10     1      8      3      10     9      2
Vardas814           Pavardė814         6      2      1      7      9      3      1      3      9      7      1      9      2      4      3      8
Vardas815           Pavardė815         3      8      8      4      10     7      7      2      3      3      1      5      7      5      8      7
Vardas816           Pavardė816         6      5      2      3      4      9      8      5      7      5      7      8      4      2      4      4
Vardas817           Pavardė817         10     7      6      9      10     2      8      3      7      4      1      9      9      1      8      3
Vardas818           Pavardė818         8      1      7      8      5      5      6      2      6      8      4      7      5      5      6      10
Vardas819           Pavardė819         2      6      3      7      9      7      2      10     3      4      10     6      9      4      5      1
Vardas820           Pavardė820         3      4      1      2      2      2      6      4      6      2      2      3      5      3      9      2
Vardas821           Pavardė821         7      10     10     1      9      9      7      4      9      4      4      5      8      6      4      10
Vardas822           Pavardė822         1      5      8      7      8      8      5      2      10     10     9      10     6      3      1      10
Vardas823           Pavardė823         9      4      4      5      10     4      9      7      2      7      7      10     2      5      1      1
Vardas824           Pavardė824         1      8      2      7      4      6      10     4      9      3      10     2      6      3      8      3
Vardas825           Pavardė825         6      5      7      2      5      2      9      1      6      1      9      5      4      2      3      7
Vardas826           Pavardė826         8      9      5      7      4      10     1      6      7      8      3      6      7      3      4      2
Vardas827           Pavardė827         8      3      4      1      4      1      9      8      8      6      3      6      8      1      2      9
Vardas828           Pavardė828         5      3      10     1      10     8      9      3      1      7      4      2      8      7      5      4
Vardas829           Pavardė829         1      6      7      10     9      9      5      4      3      7      4      6      6      2      7      9
Vardas830           Pavardė830         10     9      9      4      2      8      6      2      9      6      8      9      6      5      2      6
Vardas831           Pavardė831         8      3      9      8      6      3      9      10     6      1      9      5      6      1      8      2
Vardas832           Pavardė832         8      7      3      6      4      4      6      2      6      8      3      9      6      6      2      7
Vardas833           Pavardė833         10     7      1      9      6      8      9      4      8      1      10     7      10     5      9      3
Vardas834           Pavardė834         3      3      5      8      3      3      3      2      3      8      5      10     5      9      7      10
Vardas835           Pavardė835         8      8      9      10     5      7      4      2      10     5      7      3      2      2      10     3
Vardas836           Pavardė836         4      5      6      1      2      10     4      5      5      9      5      7      4      9      6      6
Vardas837           Pavardė837         5      5      9      9      3      10     10     4      10     1      2      3      9      8      1      4
Vardas838           Pavardė838         4      6      1      6      2      8      6      1      7      7      6      2      6      10     8      8
Vardas839           Pavardė839         7      1      5      3      2      3      4      6      5      8      8      10     2      9      7      3
Vardas840           Pavardė840         4      4      2      9      4      3      7      2      1      6      7      2      7      4      4      7
Vardas841           Pavardė841         5      3      5      2      9      8      10     8      2      1      3      3      3      9      4      2
Vardas842           Pavardė842         1      8      1      6      4      1      1      7      2      7      8      9      7      8      5      5
Vardas843           Pavardė843         6      7      1      2      1      8      2      4      8      1      7      7      8      10     3      7
Vardas844           Pavardė844         6      3      7      6      5      4      6      4      10     9      9      7      8      5      5      6
Vardas845           Pavardė845         5      7      2      1      3      10     5      5      9      3      2      4      3      10     10     2
Vardas846           Pavardė846         8      7      9      5      9      2      1      4      7      7      2      5      9      1      8      10
Vardas847           Pavardė847         6      8      7      5      4      6      6      8      2      4      8      1      6      8      6      6
Vardas848           Pavardė848         4      8      8      8      5      8      9      7      4      8      4      8      2      7      4      9
Vardas849           Pavardė849         2      8      8      1      8      8      2      4      5      5      6      10     7      8      3      8
Vardas850           Pavardė850         9      2      3      7      8      2      5      5      3      1      6      9      2      10     5      9
Vardas851           Pavardė851         1      8      2      4      9      7      3      3      5      2      5      1      10     4      6      7
Vardas852           Pavardė852         5      7      9      7      6      5      9      4      9      7      2      3      10     9      10     3
Vardas853           Pavardė853         6      4      8      1      6      9      5      2      4      5      10     9      7      10     4      4
Vardas854           Pavardė854         3      4      6      2      4      7      9      1      4      7      2      9      8      6      5      6
Vardas855           Pavardė855         2      4      7      8      8      7      9      5      6      1      10     4      1      1      9      3
Vardas856           Pavardė856         1      3      9      6      7      2      4      5      2      9      7      4      6      8      4      3
Vardas857           Pavardė857         7      8      8      1      4      8      7      5      7      9      2      4      3      3      1      4
Vardas858           Pavardė858         7      4      4      1      6      4      9      4      5      2      1      2      2      6      7      2
Vardas859           Pavardė859         7      5      9      3      10     6      7      9      10     5      7      9      9      8      7      10
Vardas860           Pavardė860         1      2      6      5      5      5      7      10     3      10     5      3      6      7      6      1
Vardas861           Pavardė861         9      6      4      7      1      7      7      3      1      3      10     1      5      7      10     4
Vardas862           Pavardė862         3      7      6      7      4      7      3      7      1      8      2      2      8      6      6      5
Vardas863           Pavardė863         1      6      3      2      7      8      5      2      2      1      2      7      10     9      2      6
Vardas864           Pavardė864         8      10     9      5      2      2      2      3      2      6      2      9      9      7      5      6
Vardas865           Pavardė865         2      4      4      3      9      5      7      8      8      6      5      2      5      4      4      1
Vardas866           Pavardė866         4      6      8      7      6      5      6      8      3      3      10     3      2      9      8      3
Vardas867           Pavardė867         1      2      8      10     1      8      10     5      1      7      10     6      7      1      8      2
Vardas868           Pavardė868         3      7      8      10     8      7      2      9      4      8      5      3      6      10     2      10
Vardas869           Pavardė869         1      2      5      1      1      1      4      9      6      5      4      6      2      1      3      8
Vardas870           Pavardė870         1      10     5      10     8      3      9      7      3      8      1      2      10     8      4      8
Vardas871           Pavardė871         6      9      6      6      8      4      5      9      3      3      3      10     2      1      7      10
Vardas872           Pavardė872         3      5      9      7      8      8      7      3      9      3      3      6      2      5      8      6
Vardas873           Pavardė873         5      10     7      2      10     10     8      3      7      5      3      3      2      9      9      3
Vardas874           Pavardė874         4      2      9      9      1      9      3      9      2      8      8      5      2      1      2      3
Vardas875           Pavardė875         8      7      1      3      3      6      8      1      6      5      10     9      3      10     8      10
Vardas876           Pavardė876         10     6      4      7      3      4      8      10     1      8      9      1      7      1      7      7
Vardas877           Pavardė877         5      9      10     9      9      7      10     2      9      4      7      3      3      6      3      8
Vardas878           Pavardė878         9      6      3      3      9      6      1      10     3      10     2      10     8      8      6      3
Vardas879           Pavardė879         2      5      10     2      3      5      4      4      3      4      7      10     9      8      4      8
Vardas880           Pavardė880         7      8      3      5      10     10     10     10     7      8      6      3      2      4      9      10
Vardas881           Pavardė881         7      4      6      3      3      6      4      4      1      4      6      5      5      6      1      7
Vardas882           Pavardė882         6      8      1      6      4      4      10     9      8      4      7      5      4      7      8      9
Vardas883           Pavardė883         1      3      1      9      7      10     6      8      7      7      2      6      4      2      2      2
Vardas884           Pavardė884         6      1      1      1      9      4      2      8      1      2      5      3      7      10     2      7
Vardas885           Pavardė885         9      5      3      1      6      7      5      1      3      6      10     2      1      10     2      9
Vardas886           Pavardė886         2      3      6      6      3      5      10     2      6      6      2      5      9      6      5      9
Vardas887           Pavardė887         9      4      10     6      2      10     2      1      4      7      8      7      2      2      6      9
Vardas888           Pavardė888         4      1      2      2      7      10     8      2      9      2      6      7      1      5      10     1
Vardas889           Pavardė889         9      10     2      2      8      1      8      3      9      8      4      2      1      8      8      5
Vardas890           Pavardė890         10     6      8      10     4      5      4      2      4      2      6      10     5      1      1      2
Vardas891           Pavardė891         7      10     10     10     4      5      6      6      5      2      5      5      6      2      4      6
Vardas892           Pavardė892         1      5      9      2      6      7      5      9      3      3      7      1      1      5      3      2
Vardas893           Pavardė893         7      6      1      6      3      6      4      5      10     7      2      4      1      5      7      4
Vardas894           Pavardė894         8      8      9      9      5      3      6      9      5      6      1      6      5      2      6      3
Vardas895           Pavardė895         8      10     8      7      7      2      5      5      7      6      7      10     1      8      1      3
Vardas896           Pavardė896         8      7      4      2      6      5      8      10     5      8      4      3      4      1      1      1
Vardas897           Pavardė897         9      6      5      9      9      9      6      9      10     5      5      7      2      6      10     2
Vardas898           Pavardė898         2      3      9      2      6      8      9      8      6      5      7      4      6      7      10     7
Vardas899           Pavardė899         8      4      10     2      10     3      6      9      2      10     2      10     9      2      2      4
Vardas900           Pavardė900         3      7      9      2      2      1      3      5      9      10     3      6      5      6      10     9
Vardas901           Pavardė901         9      4      6      8      3      10     2      10     2      9      8      4      2      10     10     8
Vardas902           Pavardė902         6      9      9      5      3      4      9      6      10     3      1      8      7      9      1      7
Vardas903           Pavardė903         4      1      10     8      10     8      9      10     2      2      7      3      1      10     10     9
Vardas904           Pavardė904         5      2      8      6      10     3      8      10     7      1      8      10     9      8      10     4
Vardas905           Pavardė905         8      2      3      2      2      9      8      2      10     9      4      8      1      8      7      5
Vardas906           Pavardė906         6      4      9      6      10     9      3      5      7      8      6      9      3      9      4      3
Vardas907           Pavardė907         10     9      9      9      2      6      4      5      7      4      4      8      7      9      7      6
Vardas908           Pavardė908         3      7      7      2      10     7      3      3      1      4      6      5      8      3      6      5
Vardas909           Pavardė909         1      1      9      2      10     7      2      5      8      4      8      8      1      7      7      5
Vardas910           Pavardė910         10     6      8      8      8      8      10     6      2      10     1      4      1      6      2      8
Vardas911           Pavardė911         10     10     1      4      4      10     3      8      7      9      5      9      7      10     9      8
Vardas912           Pavardė912         4      5      2      9      9      1      10     9      1      1      7      2      9      10     4      3
Vardas913           Pavardė913         2      10     5      1      8      6      7      9      10     6      10     1      7      7      10     9
Vardas914           Pavardė914         4      10     5      5      4      5      5      2      5      3      7      1      3      7      7      10
Vardas915           Pavardė915         8      9      5      6      1      5      6      6      4      1      1      3      2      5      6      1
Vardas916           Pavardė916         10     8      5      8      5      10     3      9      2      1      2      1      9      3      4      10
Vardas917           Pavardė917         1      5      6      3      2      7      9      10     8      5      4      5      7      6      5      8
Vardas918           Pavardė918         2      7      4      5      7      5      4      3      3      4      10     9      10     1      4      7
Vardas919           Pavardė919         10     8      5      4      4      1      9      6      9      7      2      4      3      10     10     5
Vardas920           Pavardė920         4      1      1      5      3      1      2      5      10     8      7      7      4      9      3      8
Vardas921           Pavardė921         8      10     5      9      9      9      8      2      4      2      2      7      8      2      1      8
Vardas922           Pavardė922         4      1      3      6      1      6      6      2      10     4      10     3      1      9      3      9
Vardas923           Pavardė923         7      3      7      6      6      2      9      2      3      4      3      3      7      5      10     4
Vardas924           Pavardė924         4      1      8      3      4      7      9      2      5      7      3      5      8      2      4      2
Vardas925           Pavardė925         1      4      4      1      10     9      9      9      7      7      3      4      7      8      6      5
