Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas61963         Pavardė61963       2      10     8      10     4      5      10     6      2      4      7      4      4      9      4      1
Vardas61964         Pavardė61964       9      8      4      2      6      4      3      8      3      3      3      5      6      2      5      10
Vardas61965         Pavardė61965       5      6      9      5      9      10     7      6      3      7      5      4      8      5      8      3
Vardas61966         Pavardė61966       10     7      1      8      3      6      1      10     9      6      5      9      3      5      9      3
Vardas61967         Pavardė61967       1      4      9      5      3      2      6      10     7      8      8      4      3      6      1      10
Vardas61968         Pavardė61968       5      8      5      2      8      2      8      1      6      6      4      4      10     7      8      3
Vardas61969         Pavardė61969       3      3      7      10     2      7      2      2      7      1      4      8      9      7      1      2
Vardas61970         Pavardė61970       7      10     7      3      4      4      1      9      3      9      9      7      10     7      1      3
Vardas61971         Pavardė61971       4      7      8      2      2      8      5      9      3      9      2      3      5      8      9      3
Vardas61972         Pavardė61972       5      3      5      6      7      2      9      10     7      3      3      4      10     10     4      5
Vardas61973         Pavardė61973       8      6      1      6      8      9      6      9      1      9      7      4      6      4      2      8
Vardas61974         Pavardė61974       1      4      6      4      2      1      3      5      10     3      9      7      1      9      10     8
Vardas61975         Pavardė61975       2      10     7      1      4      4      2      2      9      2      9      2      10     7      2      1
Vardas61976         Pavardė61976       3      2      4      1      4      10     1      6      4      1      2      5      8      2      10     8
Vardas61977         Pavardė61977       2      5      4      4      5      6      9      2      2      7      9      6      3      8      9      10
Vardas61978         Pavardė61978       5      3      9      6      5      1      7      1      2      2      3      5      9      6      1      5
Vardas61979         Pavardė61979       9      2      6      4      2      10     5      5      1      2      5      9      4      4      6      5
Vardas61980         Pavardė61980       3      6      8      10     4      1      5      6      5      5      10     10     3      1      9      1
Vardas61981         Pavardė61981       6      10     3      9      10     10     9      5      4      7      3      3      8      6      10     2
Vardas61982         Pavardė61982       8      6      7      9      7      10     7      9      5      10     4      2      9      6      2      9
Vardas61983         Pavardė61983       4      5      5      2      4      2      9      7      4      5      6      5      3      5      6      4
Vardas61984         Pavardė61984       2      1      3      10     10     9      3      1      6      3      1      2      6      6      9      4
Vardas61985         Pavardė61985       10     9      2      1      9      10     3      1      6      1      9      9      9      2      3      1
Vardas61986         Pavardė61986       6      3      2      4      8      2      8      2      1      10     2      7      7      2      7      2
Vardas61987         Pavardė61987       10     9      7      8      8      4      5      7      3      2      8      10     2      2      8      1
Vardas61988         Pavardė61988       4      10     5      5      8      3      2      6      9      6      3      10     6      9      2      5
Vardas61989         Pavardė61989       9      3      3      10     5      7      2      1      7      10     6      7      7      6      1      10
Vardas61990         Pavardė61990       2      4      6      1      6      1      8      7      5      9      5      10     9      9      6      3
Vardas61991         Pavardė61991       5      4      7      1      6      1      4      9      4      2      8      9      4      1      7      2
Vardas61992         Pavardė61992       10     1      1      1      3      10     5      4      2      8      10     8      4      5      2      3
Vardas61993         Pavardė61993       6      5      6      2      9      4      1      3      1      10     8      1      8      6      8      9
Vardas61994         Pavardė61994       3      4      2      1      3      4      8      7      6      8      6      9      9      9      8      5
Vardas61995         Pavardė61995       9      2      7      10     4      4      5      7      3      4      5      7      9      4      5      8
Vardas61996         Pavardė61996       6      1      5      9      8      5      1      9      7      5      2      8      2      9      5      7
Vardas61997         Pavardė61997       7      10     6      2      8      9      8      8      2      8      4      1      10     9      2      4
Vardas61998         Pavardė61998       8      5      6      9      4      8      6      3      6      1      10     6      7      2      1      2
Vardas61999         Pavardė61999       10     2      9      8      4      7      1      10     8      8      10     1      1      6      1      4
Vardas62000         Pavardė62000       9      1      8      3      9      2      3      10     6      7      4      8      3      8      5      2
Vardas62001         Pavardė62001       10     10     3      8      4      1      2      3      4      7      9      6      8      3      5      2
Vardas62002         Pavardė62002       1      6      2      6      5      2      10     6      5      10     4      8      6      4      7      5
Vardas62003         Pavardė62003       4      10     5      8      2      7      4      1      8      10     1      4      6      6      7      3
Vardas62004         Pavardė62004       9      6      9      9      2      3      3      1      4      2      4      7      9      4      8      6
Vardas62005         Pavardė62005       9      5      7      3      6      3      4      7      5      5      3      2      4      8      1      5
Vardas62006         Pavardė62006       1      2      4      7      9      9      6      1      2      7      10     8      9      9      3      5
Vardas62007         Pavardė62007       3      4      8      6      8      8      4      5      2      5      6      6      4      1      7      3
Vardas62008         Pavardė62008       10     2      2      10     1      6      2      10     1      8      3      1      7      2      9      5
Vardas62009         Pavardė62009       7      4      8      9      9      4      9      2      6      10     3      5      8      10     7      2
Vardas62010         Pavardė62010       6      2      3      7      5      8      3      9      5      9      8      9      9      7      7      1
Vardas62011         Pavardė62011       1      8      4      1      7      10     3      6      1      10     8      1      2      8      3      8
Vardas62012         Pavardė62012       7      7      4      2      9      10     10     3      10     10     9      6      3      1      8      4
Vardas62013         Pavardė62013       3      3      5      8      2      6      8      2      8      5      2      5      2      9      3      2
Vardas62014         Pavardė62014       10     8      2      6      8      3      7      8      2      5      5      10     8      10     7      8
Vardas62015         Pavardė62015       10     9      3      9      8      9      6      10     10     3      3      4      8      3      6      8
Vardas62016         Pavardė62016       7      2      9      10     7      2      3      7      2      1      2      10     10     7      2      2
Vardas62017         Pavardė62017       4      2      2      8      10     5      4      1      6      5      9      4      9      9      10     2
Vardas62018         Pavardė62018       8      5      2      6      2      5      2      8      8      10     6      5      8      6      5      4
Vardas62019         Pavardė62019       5      6      5      6      4      10     4      6      1      4      7      6      5      9      3      1
Vardas62020         Pavardė62020       1      7      1      10     10     10     1      9      5      4      2      6      3      6      9      7
Vardas62021         Pavardė62021       8      3      10     1      5      9      8      2      9      5      9      10     6      4      3      6
Vardas62022         Pavardė62022       5      9      2      2      10     3      2      1      3      5      2      2      3      1      8      1
Vardas62023         Pavardė62023       5      4      7      3      10     2      4      10     3      8      9      7      8      9      8      3
Vardas62024         Pavardė62024       3      1      2      3      8      7      3      5      8      10     10     9      5      6      7      5
Vardas62025         Pavardė62025       1      1      6      2      1      10     4      10     9      7      1      10     9      2      5      5
Vardas62026         Pavardė62026       4      2      1      8      7      5      2      5      4      9      4      2      8      1      1      1
Vardas62027         Pavardė62027       9      3      3      7      4      2      5      6      1      9      6      2      10     6      2      6
Vardas62028         Pavardė62028       10     8      7      6      8      9      2      5      6      9      6      2      1      6      9      1
Vardas62029         Pavardė62029       6      3      9      8      7      3      9      4      5      3      5      10     3      2      2      3
Vardas62030         Pavardė62030       7      9      8      10     4      6      8      7      6      7      4      3      7      5      5      6
Vardas62031         Pavardė62031       1      1      7      2      8      5      9      3      4      9      8      7      4      3      1      8
Vardas62032         Pavardė62032       8      5      1      1      8      7      7      10     3      5      2      7      10     1      10     4
Vardas62033         Pavardė62033       2      9      4      4      3      9      1      6      2      6      9      4      1      1      1      8
Vardas62034         Pavardė62034       10     6      4      5      8      9      9      7      10     2      1      2      4      8      6      9
Vardas62035         Pavardė62035       10     5      1      10     6      7      9      2      6      2      8      7      8      1      2      2
Vardas62036         Pavardė62036       10     2      1      3      3      4      8      10     4      10     7      2      10     5      9      9
Vardas62037         Pavardė62037       3      6      2      6      10     1      10     6      7      7      10     3      4      4      10     8
Vardas62038         Pavardė62038       4      1      1      1      7      4      1      2      4      3      2      2      2      6      9      4
Vardas62039         Pavardė62039       8      9      4      10     3      5      7      6      10     1      9      9      5      3      4      4
Vardas62040         Pavardė62040       7      7      2      7      2      6      3      3      10     5      2      4      3      8      4      8
Vardas62041         Pavardė62041       9      5      4      2      3      8      1      9      3      5      5      2      10     4      7      1
Vardas62042         Pavardė62042       1      8      5      7      8      2      7      10     3      6      1      6      10     9      9      1
Vardas62043         Pavardė62043       6      2      10     9      9      4      9      7      3      7      1      1      8      7      3      7
Vardas62044         Pavardė62044       6      2      4      7      2      4      4      10     6      7      10     3      2      1      4      8
Vardas62045         Pavardė62045       3      6      2      7      9      1      5      9      1      9      10     3      7      6      8      1
Vardas62046         Pavardė62046       1      3      4      3      4      7      8      9      9      3      10     5      3      8      5      8
Vardas62047         Pavardė62047       8      3      4      10     7      6      7      1      3      10     9      7      1      3      1      2
Vardas62048         Pavardė62048       1      1      8      2      2      7      3      6      2      8      7      9      8      10     4      4
Vardas62049         Pavardė62049       2      3      9      10     2      9      2      5      1      1      1      9      1      2      9      6
Vardas62050         Pavardė62050       8      2      4      8      6      6      3      5      7      4      9      2      6      4      3      3
Vardas62051         Pavardė62051       8      7      4      4      4      6      4      6      1      2      6      6      1      10     10     9
Vardas62052         Pavardė62052       9      9      7      9      1      3      1      1      8      2      2      6      8      10     6      8
Vardas62053         Pavardė62053       1      10     2      8      1      7      3      1      5      10     7      6      5      9      3      10
Vardas62054         Pavardė62054       10     7      5      2      10     5      2      4      3      3      5      7      7      7      9      2
Vardas62055         Pavardė62055       3      4      7      8      3      8      6      5      4      8      7      2      10     7      3      9
Vardas62056         Pavardė62056       1      2      2      5      1      10     5      4      6      8      1      5      10     6      2      7
Vardas62057         Pavardė62057       6      5      6      6      6      6      6      3      2      1      8      1      1      5      3      2
Vardas62058         Pavardė62058       2      10     4      3      8      1      10     10     6      7      4      4      1      2      4      7
Vardas62059         Pavardė62059       2      7      9      6      8      1      5      1      3      6      10     8      3      7      4      5
Vardas62060         Pavardė62060       9      8      3      8      5      10     6      4      9      6      4      5      7      8      7      1
Vardas62061         Pavardė62061       5      8      8      10     10     10     3      6      1      4      10     4      2      8      6      7
Vardas62062         Pavardė62062       2      5      1      1      2      9      5      6      8      7      5      8      9      7      5      10
Vardas62063         Pavardė62063       5      8      9      6      10     1      4      5      8      9      10     10     9      6      5      6
Vardas62064         Pavardė62064       1      7      9      6      10     5      4      4      9      2      7      10     10     10     7      8
Vardas62065         Pavardė62065       2      2      8      1      2      7      5      4      3      1      1      1      9      2      5      4
Vardas62066         Pavardė62066       10     3      4      4      9      9      9      7      10     2      10     3      5      7      3      1
Vardas62067         Pavardė62067       4      2      2      6      10     7      2      5      9      1      8      5      7      9      3      7
Vardas62068         Pavardė62068       6      2      8      5      4      4      4      5      3      4      3      3      6      10     3      9
Vardas62069         Pavardė62069       10     10     3      10     1      9      10     10     2      9      6      1      8      8      2      6
Vardas62070         Pavardė62070       9      4      1      5      10     8      7      10     4      8      8      4      6      6      9      2
Vardas62071         Pavardė62071       5      10     9      2      3      2      1      8      9      6      3      7      6      8      8      6
Vardas62072         Pavardė62072       1      3      1      10     10     9      7      1      10     3      10     2      7      4      5      3
Vardas62073         Pavardė62073       3      10     1      10     1      2      1      4      1      9      4      9      8      5      6      1
Vardas62074         Pavardė62074       3      2      7      2      4      8      1      4      9      4      8      4      4      1      6      1
Vardas62075         Pavardė62075       8      4      5      7      2      3      3      2      9      6      5      4      9      8      4      9
Vardas62076         Pavardė62076       5      10     10     7      1      4      1      8      3      5      6      10     9      9      8      8
Vardas62077         Pavardė62077       4      6      8      1      10     2      1      3      9      2      6      4      5      9      8      2
Vardas62078         Pavardė62078       5      4      10     8      10     5      1      9      7      2      5      3      10     3      9      10
Vardas62079         Pavardė62079       6      4      6      2      4      7      9      4      10     10     4      2      6      6      4      3
Vardas62080         Pavardė62080       5      1      7      6      2      3      6      5      2      7      10     3      5      2      2      6
Vardas62081         Pavardė62081       3      3      5      1      8      2      9      6      5      1      9      8      9      9      8      2
Vardas62082         Pavardė62082       6      8      10     10     5      4      4      4      1      4      7      8      5      6      10     1
Vardas62083         Pavardė62083       10     6      8      6      1      3      8      3      8      6      1      7      8      9      4      2
Vardas62084         Pavardė62084       8      1      6      10     8      4      8      5      2      3      2      1      1      5      6      7
Vardas62085         Pavardė62085       6      7      8      7      9      4      8      3      3      7      8      9      3      8      5      5
Vardas62086         Pavardė62086       5      7      5      3      6      2      1      7      10     3      6      5      9      1      6      5
Vardas62087         Pavardė62087       7      3      3      1      5      4      10     3      3      3      10     1      2      7      6      7
Vardas62088         Pavardė62088       2      6      4      4      9      6      3      1      9      4      8      2      1      5      10     1
Vardas62089         Pavardė62089       9      9      5      7      8      2      9      7      9      5      6      1      7      7      10     5
Vardas62090         Pavardė62090       3      1      8      8      7      4      4      1      2      1      7      2      8      9      3      2
Vardas62091         Pavardė62091       6      9      8      1      2      8      7      3      10     10     5      7      4      5      3      8
Vardas62092         Pavardė62092       3      8      10     4      4      2      5      9      7      8      4      2      6      10     6      10
Vardas62093         Pavardė62093       7      6      3      4      6      8      3      3      5      7      1      7      4      6      4      8
Vardas62094         Pavardė62094       5      1      6      2      1      8      7      7      3      8      5      2      8      2      8      10
Vardas62095         Pavardė62095       8      9      6      4      3      7      3      4      5      2      6      4      8      10     2      3
Vardas62096         Pavardė62096       2      8      4      3      2      3      4      3      7      9      7      9      3      6      5      6
Vardas62097         Pavardė62097       9      2      6      5      6      3      10     8      1      5      6      9      10     2      9      3
Vardas62098         Pavardė62098       2      4      7      2      2      9      8      3      5      1      8      2      9      4      4      5
Vardas62099         Pavardė62099       8      5      1      4      10     7      10     5      7      6      9      3      7      10     10     4
Vardas62100         Pavardė62100       4      2      2      9      6      6      4      5      1      1      6      10     10     5      2      9
Vardas62101         Pavardė62101       3      3      2      1      1      10     9      4      5      1      10     9      2      2      10     4
Vardas62102         Pavardė62102       8      5      2      3      1      6      1      1      2      10     3      9      3      4      3      9
Vardas62103         Pavardė62103       4      1      9      2      7      3      6      4      7      9      4      6      4      5      7      1
Vardas62104         Pavardė62104       4      4      10     5      9      5      7      9      2      4      8      7      3      5      10     6
Vardas62105         Pavardė62105       2      5      1      10     5      2      1      8      7      3      6      9      2      4      8      3
Vardas62106         Pavardė62106       3      7      5      4      5      5      8      10     7      1      7      7      4      2      1      10
Vardas62107         Pavardė62107       5      10     6      7      1      4      5      4      2      8      8      10     2      4      9      5
Vardas62108         Pavardė62108       7      6      4      4      6      3      6      5      7      6      9      8      3      8      10     8
Vardas62109         Pavardė62109       2      1      4      9      2      2      3      3      8      9      10     9      8      4      5      2
Vardas62110         Pavardė62110       10     10     3      7      5      7      1      8      6      7      3      7      4      2      8      3
Vardas62111         Pavardė62111       6      2      9      9      3      4      10     6      5      1      8      9      1      8      1      1
Vardas62112         Pavardė62112       3      4      5      4      7      6      10     8      4      5      4      4      6      4      7      4
Vardas62113         Pavardė62113       3      2      8      6      2      3      1      4      3      2      2      9      5      7      4      2
Vardas62114         Pavardė62114       10     1      4      5      9      4      1      4      10     4      9      5      9      5      10     10
Vardas62115         Pavardė62115       10     4      10     9      7      8      8      9      4      10     3      7      10     4      6      8
Vardas62116         Pavardė62116       1      2      7      6      10     8      3      2      1      10     2      7      5      2      4      10
Vardas62117         Pavardė62117       1      8      1      4      9      6      5      4      6      6      4      7      6      6      2      2
Vardas62118         Pavardė62118       7      2      5      7      4      3      8      10     2      5      8      3      8      3      1      7
Vardas62119         Pavardė62119       7      2      6      7      10     4      1      3      10     8      9      7      5      5      10     4
Vardas62120         Pavardė62120       2      5      10     10     5      9      10     7      1      4      3      2      10     7      1      9
Vardas62121         Pavardė62121       4      8      10     5      3      10     4      8      6      4      1      1      5      8      5      4
Vardas62122         Pavardė62122       9      9      5      10     1      3      2      10     4      5      3      8      3      3      9      7
Vardas62123         Pavardė62123       10     9      6      7      9      2      8      7      7      9      3      6      5      6      5      9
Vardas62124         Pavardė62124       9      10     5      6      1      9      8      1      7      4      8      3      7      3      7      4
Vardas62125         Pavardė62125       7      8      10     10     1      7      4      6      5      1      4      8      3      7      2      6
Vardas62126         Pavardė62126       10     1      8      3      10     10     6      3      8      1      5      5      4      10     1      9
Vardas62127         Pavardė62127       2      9      7      7      9      2      8      7      7      10     10     9      1      2      9      9
Vardas62128         Pavardė62128       6      5      1      6      9      8      6      2      1      1      7      10     6      7      5      8
Vardas62129         Pavardė62129       1      8      4      9      3      8      7      9      5      4      3      7      2      4      5      9
Vardas62130         Pavardė62130       5      8      10     7      5      8      2      9      10     10     1      1      10     9      5      7
Vardas62131         Pavardė62131       3      4      10     3      10     6      8      10     2      2      1      2      8      1      6      10
Vardas62132         Pavardė62132       2      8      5      3      8      10     1      2      6      2      1      4      1      4      8      3
Vardas62133         Pavardė62133       3      7      10     7      1      9      2      10     9      6      9      5      5      9      2      7
Vardas62134         Pavardė62134       7      3      10     3      9      6      4      9      8      6      10     5      8      1      7      2
Vardas62135         Pavardė62135       4      5      3      9      3      7      7      6      3      5      2      10     10     2      3      2
Vardas62136         Pavardė62136       10     2      4      3      4      10     4      7      5      3      5      9      2      9      9      3
Vardas62137         Pavardė62137       8      2      2      4      8      7      3      5      7      2      5      3      7      1      8      8
Vardas62138         Pavardė62138       3      5      7      3      7      4      2      8      10     8      10     5      4      9      7      10
Vardas62139         Pavardė62139       10     4      5      10     5      5      8      5      7      2      10     1      8      3      9      3
Vardas62140         Pavardė62140       3      1      4      8      5      4      7      8      10     2      4      4      3      6      6      9
Vardas62141         Pavardė62141       3      1      10     7      4      1      5      7      1      5      4      4      2      2      10     6
Vardas62142         Pavardė62142       9      3      4      1      5      9      4      1      5      4      6      7      6      1      9      5
Vardas62143         Pavardė62143       6      7      6      7      5      8      7      8      2      3      10     4      8      2      6      9
Vardas62144         Pavardė62144       5      6      1      8      7      3      1      10     10     6      4      10     2      2      10     7
Vardas62145         Pavardė62145       5      8      10     3      3      4      7      3      2      4      1      5      7      1      9      5
Vardas62146         Pavardė62146       4      10     10     3      1      1      3      2      3      10     10     1      2      7      8      6
Vardas62147         Pavardė62147       4      2      5      10     9      2      7      3      4      8      9      10     4      3      7      8
Vardas62148         Pavardė62148       5      9      2      5      4      2      7      4      9      4      2      3      2      6      4      10
Vardas62149         Pavardė62149       9      5      7      1      7      6      8      2      2      4      7      6      2      2      9      4
Vardas62150         Pavardė62150       1      10     4      10     8      9      6      9      2      9      1      5      4      10     8      4
Vardas62151         Pavardė62151       2      3      1      2      3      7      10     7      6      1      4      9      7      9      2      1
Vardas62152         Pavardė62152       3      2      6      4      6      1      8      7      9      3      4      7      4      9      3      6
Vardas62153         Pavardė62153       9      1      8      2      8      10     8      1      5      6      2      7      2      10     7      2
Vardas62154         Pavardė62154       1      9      3      10     10     6      4      7      1      9      10     1      7      3      9      3
Vardas62155         Pavardė62155       10     7      9      6      3      6      3      2      3      10     10     4      7      7      1      10
Vardas62156         Pavardė62156       1      9      2      5      5      1      3      9      7      2      7      1      8      5      7      7
Vardas62157         Pavardė62157       5      8      3      5      3      8      2      10     8      5      3      8      7      2      7      2
Vardas62158         Pavardė62158       5      2      1      1      6      2      1      2      2      1      4      2      5      2      7      8
Vardas62159         Pavardė62159       6      6      9      7      7      2      8      3      6      3      10     10     3      9      8      2
Vardas62160         Pavardė62160       10     3      10     6      7      2      4      3      4      7      6      3      7      3      10     9
Vardas62161         Pavardė62161       7      10     2      9      8      8      5      5      6      8      9      2      8      5      8      1
Vardas62162         Pavardė62162       4      8      4      1      5      9      4      9      4      4      5      10     3      9      1      10
Vardas62163         Pavardė62163       10     5      9      10     7      6      9      4      1      1      4      10     1      2      2      10
Vardas62164         Pavardė62164       4      1      7      9      6      6      10     9      2      10     3      2      4      7      1      6
Vardas62165         Pavardė62165       3      1      6      1      4      2      1      7      5      7      5      7      8      6      4      8
Vardas62166         Pavardė62166       8      10     8      7      4      4      2      7      1      8      4      3      3      5      7      1
Vardas62167         Pavardė62167       7      1      6      4      8      7      7      2      2      5      10     5      8      10     7      4
Vardas62168         Pavardė62168       8      2      3      9      10     2      10     7      6      1      8      1      9      4      1      2
Vardas62169         Pavardė62169       5      1      10     8      8      3      4      5      4      10     4      3      2      2      8      7
Vardas62170         Pavardė62170       4      4      9      10     8      8      2      7      9      8      9      10     7      2      1      5
Vardas62171         Pavardė62171       5      10     1      8      3      3      2      8      4      5      5      2      7      7      6      10
Vardas62172         Pavardė62172       5      10     7      3      10     7      6      7      9      7      9      5      9      9      2      5
Vardas62173         Pavardė62173       4      3      10     4      10     6      5      5      1      8      8      2      10     2      7      2
Vardas62174         Pavardė62174       4      6      9      9      3      8      5      4      2      9      1      3      5      9      10     4
Vardas62175         Pavardė62175       8      1      10     4      6      4      5      6      10     6      7      10     1      10     5      5
Vardas62176         Pavardė62176       3      3      6      6      8      2      2      6      6      2      8      7      10     5      5      1
Vardas62177         Pavardė62177       2      5      10     1      9      6      1      10     1      1      3      2      4      7      2      1
Vardas62178         Pavardė62178       10     4      8      10     8      1      6      4      1      1      2      8      1      2      4      8
Vardas62179         Pavardė62179       6      8      9      9      3      7      4      7      8      9      3      9      4      2      5      1
Vardas62180         Pavardė62180       5      4      2      9      5      9      7      4      1      2      9      8      3      7      8      5
Vardas62181         Pavardė62181       10     2      6      1      9      8      4      6      7      4      7      7      2      1      7      5
Vardas62182         Pavardė62182       5      4      7      2      1      5      7      3      10     6      6      8      7      10     9      4
Vardas62183         Pavardė62183       5      3      9      9      4      4      10     5      8      6      1      3      6      2      10     8
Vardas62184         Pavardė62184       3      4      6      8      7      8      6      4      5      3      4      3      5      2      2      7
Vardas62185         Pavardė62185       6      1      7      7      3      8      10     8      2      6      1      7      2      8      8      5
Vardas62186         Pavardė62186       2      1      6      2      7      3      10     2      3      6      8      1      5      9      10     4
Vardas62187         Pavardė62187       5      7      1      1      7      8      9      6      6      8      1      5      5      5      6      2
Vardas62188         Pavardė62188       4      9      1      6      10     8      6      7      3      1      4      8      8      6      2      1
Vardas62189         Pavardė62189       6      3      3      9      8      8      7      1      3      10     8      7      5      6      2      5
Vardas62190         Pavardė62190       1      1      10     8      3      3      4      5      4      10     10     10     3      5      9      4
Vardas62191         Pavardė62191       3      1      1      8      3      8      1      2      6      4      4      1      5      5      5      6
Vardas62192         Pavardė62192       1      1      3      4      6      2      3      7      4      9      1      6      3      7      10     3
Vardas62193         Pavardė62193       8      6      7      6      3      6      2      1      7      10     7      9      10     3      8      6
Vardas62194         Pavardė62194       4      10     3      2      10     9      1      9      3      1      10     2      4      5      10     1
Vardas62195         Pavardė62195       6      6      9      2      9      1      4      10     6      1      5      4      2      1      6      6
Vardas62196         Pavardė62196       3      5      6      8      6      4      2      7      4      5      7      10     1      9      1      10
Vardas62197         Pavardė62197       7      7      3      5      5      1      1      6      6      7      3      8      1      3      9      3
Vardas62198         Pavardė62198       1      7      2      8      3      3      2      9      1      5      2      2      5      6      1      7
Vardas62199         Pavardė62199       8      1      6      10     9      7      9      3      6      4      6      10     2      4      5      6
Vardas62200         Pavardė62200       5      9      10     3      5      8      6      3      3      10     5      5      10     6      8      5
Vardas62201         Pavardė62201       3      6      4      9      9      7      2      6      4      8      5      7      5      5      3      10
Vardas62202         Pavardė62202       3      2      8      2      8      2      4      4      3      9      6      3      2      5      4      1
Vardas62203         Pavardė62203       4      4      7      10     10     3      7      2      5      3      10     8      9      3      5      1
Vardas62204         Pavardė62204       8      4      10     10     1      2      8      3      9      3      4      1      2      3      5      2
Vardas62205         Pavardė62205       1      8      10     6      8      6      6      7      2      2      2      4      10     2      5      5
Vardas62206         Pavardė62206       9      3      9      10     10     3      8      2      9      7      4      4      3      1      8      9
Vardas62207         Pavardė62207       8      7      1      9      4      3      4      4      4      6      2      10     9      5      8      5
Vardas62208         Pavardė62208       6      5      10     8      5      8      5      10     4      10     5      8      10     8      6      7
Vardas62209         Pavardė62209       5      4      4      8      2      1      1      2      4      5      9      6      9      9      1      3
Vardas62210         Pavardė62210       3      9      3      1      5      3      7      10     9      9      8      2      9      10     4      5
Vardas62211         Pavardė62211       2      2      2      10     8      7      6      4      5      2      1      7      1      5      4      1
Vardas62212         Pavardė62212       8      8      7      3      9      2      10     10     4      5      8      1      3      3      7      8
Vardas62213         Pavardė62213       4      1      2      7      10     8      5      5      1      3      2      10     8      2      3      1
Vardas62214         Pavardė62214       4      3      6      7      5      1      8      6      6      1      6      7      6      9      7      7
Vardas62215         Pavardė62215       10     4      1      2      7      1      1      1      8      7      6      10     8      1      1      3
Vardas62216         Pavardė62216       4      9      7      9      8      5      2      8      5      2      8      4      2      6      10     8
Vardas62217         Pavardė62217       9      8      10     5      2      2      6      10     4      3      7      10     4      4      5      9
Vardas62218         Pavardė62218       6      6      2      2      8      9      6      7      8      10     1      3      7      2      8      8
Vardas62219         Pavardė62219       1      5      3      4      6      5      10     8      10     8      1      8      4      7      3      4
Vardas62220         Pavardė62220       10     10     7      8      1      5      2      10     7      4      8      7      5      1      1      8
Vardas62221         Pavardė62221       10     2      3      2      8      2      5      5      10     3      4      6      8      10     4      8
Vardas62222         Pavardė62222       9      6      4      7      3      6      6      10     1      9      2      6      1      7      8      7
Vardas62223         Pavardė62223       7      3      7      1      7      2      2      3      3      8      6      8      8      1      6      5
Vardas62224         Pavardė62224       10     6      7      9      3      9      8      8      9      1      9      3      4      3      5      7
Vardas62225         Pavardė62225       5      10     8      7      3      9      1      3      7      2      6      4      3      2      4      5
Vardas62226         Pavardė62226       9      2      3      10     6      8      5      5      7      10     3      8      10     8      1      3
Vardas62227         Pavardė62227       7      9      5      1      1      6      7      10     3      6      6      6      3      10     1      7
Vardas62228         Pavardė62228       6      1      7      5      4      5      4      3      9      9      1      5      10     1      6      9
Vardas62229         Pavardė62229       7      3      6      2      1      3      6      10     6      9      10     2      4      7      10     3
Vardas62230         Pavardė62230       4      2      5      6      3      3      6      1      3      1      9      3      10     5      1      9
Vardas62231         Pavardė62231       2      7      2      2      3      7      5      7      1      7      6      8      5      10     9      1
Vardas62232         Pavardė62232       10     8      1      5      5      10     9      5      3      2      10     5      10     5      6      7
Vardas62233         Pavardė62233       9      9      7      5      6      10     6      5      7      8      9      2      5      10     6      8
Vardas62234         Pavardė62234       3      9      8      10     7      6      1      3      5      8      9      3      6      2      5      3
Vardas62235         Pavardė62235       8      5      7      10     2      6      9      7      3      1      3      5      9      3      1      7
Vardas62236         Pavardė62236       2      7      1      4      10     8      2      8      8      7      2      8      6      3      6      5
Vardas62237         Pavardė62237       2      3      1      9      4      9      8      10     4      3      4      9      9      8      3      6
Vardas62238         Pavardė62238       3      7      1      5      10     5      4      6      2      8      2      1      8      6      8      9
Vardas62239         Pavardė62239       3      9      3      1      10     7      1      6      2      3      5      6      6      1      1      5
Vardas62240         Pavardė62240       2      9      8      10     7      5      10     8      10     1      8      3      7      10     10     7
Vardas62241         Pavardė62241       9      10     10     5      7      8      9      4      9      6      2      5      4      3      9      3
Vardas62242         Pavardė62242       1      10     6      8      4      1      1      7      2      9      3      10     4      9      5      4
Vardas62243         Pavardė62243       2      8      7      6      1      7      6      2      9      3      2      4      8      5      5      5
Vardas62244         Pavardė62244       7      3      2      8      2      3      6      9      5      6      7      10     5      6      8      9
Vardas62245         Pavardė62245       6      5      3      4      10     9      4      5      7      9      6      6      8      4      7      9
Vardas62246         Pavardė62246       6      1      2      6      4      2      8      10     1      10     9      4      2      5      4      3
Vardas62247         Pavardė62247       5      2      6      4      4      8      2      8      1      8      2      3      2      7      4      5
Vardas62248         Pavardė62248       6      1      8      4      3      10     3      7      1      1      6      4      6      1      8      6
Vardas62249         Pavardė62249       3      1      10     4      3      9      6      10     10     7      9      1      7      6      7      4
Vardas62250         Pavardė62250       2      6      10     3      8      2      4      8      1      7      9      6      2      3      3      3
Vardas62251         Pavardė62251       4      8      1      10     3      9      8      6      8      2      6      9      10     1      6      5
Vardas62252         Pavardė62252       9      4      5      5      1      3      10     2      9      5      9      6      9      1      1      1
Vardas62253         Pavardė62253       6      7      1      5      6      4      4      9      9      6      7      1      9      9      3      2
Vardas62254         Pavardė62254       6      6      3      1      10     4      6      9      4      10     1      4      9      6      5      3
Vardas62255         Pavardė62255       8      1      1      5      2      4      3      5      6      1      7      4      4      3      6      5
Vardas62256         Pavardė62256       3      10     10     3      2      10     5      2      2      3      10     9      9      1      5      7
Vardas62257         Pavardė62257       2      1      2      7      2      2      1      1      10     4      6      7      8      4      9      5
Vardas62258         Pavardė62258       5      8      9      5      5      9      5      3      4      1      9      2      3      6      7      7
